"","AGEG","STATE","SEX","IMPRACE","METSD","Freq","YEAR"
"9013","18-24","27","Female","NH Asian","No",20164.6823087585,2013
"9014","25-34","27","Female","NH Asian","No",26691.2296170973,2013
"9015","35-44","27","Female","NH Asian","No",20526.1748701097,2013
"9016","45-54","27","Female","NH Asian","No",5993.4050462598,2013
"9017","55-64","27","Female","NH Asian","No",2005.30054633731,2013
"9018",">65","27","Female","NH Asian","No",6141.85008426465,2013
"9019","18-24","28","Female","NH Asian","No",1254.77240538321,2013
"9020","25-34","28","Female","NH Asian","No",322.846956688037,2013
"9021","35-44","28","Female","NH Asian","No",362.359527242065,2013
"9022","45-54","28","Female","NH Asian","No",1501.8770362551,2013
"9023","55-64","28","Female","NH Asian","No",366.441817068374,2013
"9024",">65","28","Female","NH Asian","No",31.2972135263671,2013
"9025","18-24","29","Female","NH Asian","No",8946.43965646569,2013
"9026","25-34","29","Female","NH Asian","No",4002.53118997356,2013
"9027","35-44","29","Female","NH Asian","No",11202.1925961763,2013
"9028","45-54","29","Female","NH Asian","No",1049.40332391833,2013
"9029","55-64","29","Female","NH Asian","No",1793.85747390846,2013
"9030",">65","29","Female","NH Asian","No",459.636002258533,2013
"9031","18-24","30","Female","NH Asian","No",150.683632276325,2013
"9032","25-34","30","Female","NH Asian","No",805.382927594939,2013
"9033","35-44","30","Female","NH Asian","No",277.515024475241,2013
"9034","45-54","30","Female","NH Asian","No",0,2013
"9035","55-64","30","Female","NH Asian","No",635.695178800154,2013
"9036",">65","30","Female","NH Asian","No",0,2013
"9037","18-24","31","Female","NH Asian","No",1385.98350602524,2013
"9038","25-34","31","Female","NH Asian","No",1902.67906051054,2013
"9039","35-44","31","Female","NH Asian","No",1792.91223371318,2013
"9040","45-54","31","Female","NH Asian","No",784.794581765775,2013
"9041","55-64","31","Female","NH Asian","No",1304.16234250093,2013
"9042",">65","31","Female","NH Asian","No",345.146780481912,2013
"9043","18-24","32","Female","NH Asian","No",15762.9095240743,2013
"9044","25-34","32","Female","NH Asian","No",15061.0319875364,2013
"9045","35-44","32","Female","NH Asian","No",23491.9906708479,2013
"9046","45-54","32","Female","NH Asian","No",9576.00937908836,2013
"9047","55-64","32","Female","NH Asian","No",6004.63363399443,2013
"9048",">65","32","Female","NH Asian","No",6371.75364302479,2013
"9049","18-24","33","Female","NH Asian","No",502.283929748549,2013
"9050","25-34","33","Female","NH Asian","No",2193.15199151901,2013
"9051","35-44","33","Female","NH Asian","No",1462.97728772518,2013
"9052","45-54","33","Female","NH Asian","No",1014.07777137549,2013
"9053","55-64","33","Female","NH Asian","No",473.006610778405,2013
"9054",">65","33","Female","NH Asian","No",0,2013
"9055","18-24","34","Female","NH Asian","No",38846.0527906367,2013
"9056","25-34","34","Female","NH Asian","No",79980.5093558346,2013
"9057","35-44","34","Female","NH Asian","No",65664.6996506316,2013
"9058","45-54","34","Female","NH Asian","No",35450.877353631,2013
"9059","55-64","34","Female","NH Asian","No",26658.5980192452,2013
"9060",">65","34","Female","NH Asian","No",30236.5434340336,2013
"9061","18-24","35","Female","NH Asian","No",2588.52578524761,2013
"9062","25-34","35","Female","NH Asian","No",1802.85916812708,2013
"9063","35-44","35","Female","NH Asian","No",1637.82450898455,2013
"9064","45-54","35","Female","NH Asian","No",291.491436677209,2013
"9065","55-64","35","Female","NH Asian","No",1853.96730199813,2013
"9066",">65","35","Female","NH Asian","No",467.649906861462,2013
"9067","18-24","36","Female","NH Asian","No",111629.527592046,2013
"9068","25-34","36","Female","NH Asian","No",111508.040909524,2013
"9069","35-44","36","Female","NH Asian","No",108530.70319887,2013
"9070","45-54","36","Female","NH Asian","No",39967.659700875,2013
"9071","55-64","36","Female","NH Asian","No",39845.6345821094,2013
"9072",">65","36","Female","NH Asian","No",56509.1085741201,2013
"9073","18-24","37","Female","NH Asian","No",10549.1534402399,2013
"9074","25-34","37","Female","NH Asian","No",21212.4756583262,2013
"9075","35-44","37","Female","NH Asian","No",18823.8046852862,2013
"9076","45-54","37","Female","NH Asian","No",4388.69728644036,2013
"9077","55-64","37","Female","NH Asian","No",11243.5534673837,2013
"9078",">65","37","Female","NH Asian","No",2351.47967165664,2013
"9079","18-24","38","Female","NH Asian","No",1175.2484743211,2013
"9080","25-34","38","Female","NH Asian","No",1316.36472659124,2013
"9081","35-44","38","Female","NH Asian","No",525.080943618365,2013
"9082","45-54","38","Female","NH Asian","No",0,2013
"9083","55-64","38","Female","NH Asian","No",183.109825957286,2013
"9084",">65","38","Female","NH Asian","No",127.146957984891,2013
"9085","18-24","39","Female","NH Asian","No",1419.50175728662,2013
"9086","25-34","39","Female","NH Asian","No",17564.7438455901,2013
"9087","35-44","39","Female","NH Asian","No",9947.10975817013,2013
"9088","45-54","39","Female","NH Asian","No",7707.9623535293,2013
"9089","55-64","39","Female","NH Asian","No",1718.22073126528,2013
"9090",">65","39","Female","NH Asian","No",1199.26759615948,2013
"9091","18-24","40","Female","NH Asian","No",3334.89992592658,2013
"9092","25-34","40","Female","NH Asian","No",5421.46035406067,2013
"9093","35-44","40","Female","NH Asian","No",6975.12756751819,2013
"9094","45-54","40","Female","NH Asian","No",2074.55597450757,2013
"9095","55-64","40","Female","NH Asian","No",1933.97324576084,2013
"9096",">65","40","Female","NH Asian","No",626.155768658243,2013
"9097","18-24","41","Female","NH Asian","No",7585.19302070762,2013
"9098","25-34","41","Female","NH Asian","No",7156.33905001482,2013
"9099","35-44","41","Female","NH Asian","No",10521.6140056255,2013
"9100","45-54","41","Female","NH Asian","No",9956.30878886712,2013
"9101","55-64","41","Female","NH Asian","No",1058.45111913046,2013
"9102",">65","41","Female","NH Asian","No",3529.33229814864,2013
"9103","18-24","42","Female","NH Asian","No",27944.3326452282,2013
"9104","25-34","42","Female","NH Asian","No",16621.7133092863,2013
"9105","35-44","42","Female","NH Asian","No",16260.745958715,2013
"9106","45-54","42","Female","NH Asian","No",2991.14703315005,2013
"9107","55-64","42","Female","NH Asian","No",9081.2236055772,2013
"9108",">65","42","Female","NH Asian","No",3533.4437068022,2013
"9109","18-24","44","Female","NH Asian","No",3168.60568620862,2013
"9110","25-34","44","Female","NH Asian","No",1933.55526944266,2013
"9111","35-44","44","Female","NH Asian","No",1319.58528225521,2013
"9112","45-54","44","Female","NH Asian","No",1198.25427868714,2013
"9113","55-64","44","Female","NH Asian","No",304.749739240236,2013
"9114",">65","44","Female","NH Asian","No",48.4593433111329,2013
"9115","18-24","45","Female","NH Asian","No",5349.63852459484,2013
"9116","25-34","45","Female","NH Asian","No",1656.9913597572,2013
"9117","35-44","45","Female","NH Asian","No",2342.4616554361,2013
"9118","45-54","45","Female","NH Asian","No",2026.73157475562,2013
"9119","55-64","45","Female","NH Asian","No",1511.99854293037,2013
"9120",">65","45","Female","NH Asian","No",936.397226003896,2013
"9121","18-24","46","Female","NH Asian","No",798.748021381459,2013
"9122","25-34","46","Female","NH Asian","No",1170.81576372853,2013
"9123","35-44","46","Female","NH Asian","No",1641.73313764149,2013
"9124","45-54","46","Female","NH Asian","No",444.266269758012,2013
"9125","55-64","46","Female","NH Asian","No",58.2038199100282,2013
"9126",">65","46","Female","NH Asian","No",14.4982473155418,2013
"9127","18-24","47","Female","NH Asian","No",6729.67021568626,2013
"9128","25-34","47","Female","NH Asian","No",11815.6671633159,2013
"9129","35-44","47","Female","NH Asian","No",4001.49756686393,2013
"9130","45-54","47","Female","NH Asian","No",7840.816056642,2013
"9131","55-64","47","Female","NH Asian","No",0,2013
"9132",">65","47","Female","NH Asian","No",3046.47775984361,2013
"9133","18-24","48","Female","NH Asian","No",26292.6424542775,2013
"9134","25-34","48","Female","NH Asian","No",57593.1946256967,2013
"9135","35-44","48","Female","NH Asian","No",49805.9392002081,2013
"9136","45-54","48","Female","NH Asian","No",33317.2132517806,2013
"9137","55-64","48","Female","NH Asian","No",29372.0521178865,2013
"9138",">65","48","Female","NH Asian","No",21391.4195278762,2013
"9139","18-24","49","Female","NH Asian","No",7183.36570969351,2013
"9140","25-34","49","Female","NH Asian","No",3608.45872976407,2013
"9141","35-44","49","Female","NH Asian","No",4304.86456294604,2013
"9142","45-54","49","Female","NH Asian","No",4089.70419479779,2013
"9143","55-64","49","Female","NH Asian","No",1423.07989419686,2013
"9144",">65","49","Female","NH Asian","No",1300.95587469194,2013
"9145","18-24","50","Female","NH Asian","No",347.444088887282,2013
"9146","25-34","50","Female","NH Asian","No",897.963079032382,2013
"9147","35-44","50","Female","NH Asian","No",80.6842767105113,2013
"9148","45-54","50","Female","NH Asian","No",341.616541279738,2013
"9149","55-64","50","Female","NH Asian","No",70.4230845645586,2013
"9150",">65","50","Female","NH Asian","No",0,2013
"9151","18-24","51","Female","NH Asian","No",45076.7031085041,2013
"9152","25-34","51","Female","NH Asian","No",38929.4921028538,2013
"9153","35-44","51","Female","NH Asian","No",30705.4427016376,2013
"9154","45-54","51","Female","NH Asian","No",8688.262461157,2013
"9155","55-64","51","Female","NH Asian","No",8095.70396293742,2013
"9156",">65","51","Female","NH Asian","No",3739.7844033205,2013
"9157","18-24","53","Female","NH Asian","No",38398.4385566101,2013
"9158","25-34","53","Female","NH Asian","No",36513.7229099924,2013
"9159","35-44","53","Female","NH Asian","No",57645.2424276968,2013
"9160","45-54","53","Female","NH Asian","No",27021.4035750158,2013
"9161","55-64","53","Female","NH Asian","No",25917.7929721214,2013
"9162",">65","53","Female","NH Asian","No",8946.58847491359,2013
"9163","18-24","54","Female","NH Asian","No",0,2013
"9164","25-34","54","Female","NH Asian","No",0,2013
"9165","35-44","54","Female","NH Asian","No",668.835855708897,2013
"9166","45-54","54","Female","NH Asian","No",259.678613404068,2013
"9167","55-64","54","Female","NH Asian","No",0,2013
"9168",">65","54","Female","NH Asian","No",256.441822551862,2013
"9169","18-24","55","Female","NH Asian","No",10995.8386811029,2013
"9170","25-34","55","Female","NH Asian","No",12438.6123001193,2013
"9171","35-44","55","Female","NH Asian","No",5663.89697606678,2013
"9172","45-54","55","Female","NH Asian","No",2038.16037055467,2013
"9173","55-64","55","Female","NH Asian","No",23.5433128764772,2013
"9174",">65","55","Female","NH Asian","No",1208.18466348811,2013
"9175","18-24","56","Female","NH Asian","No",704.866246731589,2013
"9176","25-34","56","Female","NH Asian","No",767.685734067771,2013
"9177","35-44","56","Female","NH Asian","No",293.837543453323,2013
"9178","45-54","56","Female","NH Asian","No",52.6864817488896,2013
"9179","55-64","56","Female","NH Asian","No",178.381649286841,2013
"9180",">65","56","Female","NH Asian","No",263.071928862849,2013
"9181","18-24","1","Male","NH NA/AN","No",2817.05361411564,2013
"9182","25-34","1","Male","NH NA/AN","No",807.51850754566,2013
"9183","35-44","1","Male","NH NA/AN","No",1376.77992892489,2013
"9184","45-54","1","Male","NH NA/AN","No",1483.74499193661,2013
"9185","55-64","1","Male","NH NA/AN","No",549.040842284149,2013
"9186",">65","1","Male","NH NA/AN","No",348.844332612825,2013
"9187","18-24","2","Male","NH NA/AN","No",4674.60309375921,2013
"9188","25-34","2","Male","NH NA/AN","No",7445.20654326403,2013
"9189","35-44","2","Male","NH NA/AN","No",4797.57746606099,2013
"9190","45-54","2","Male","NH NA/AN","No",4589.28976903109,2013
"9191","55-64","2","Male","NH NA/AN","No",2333.4324374169,2013
"9192",">65","2","Male","NH NA/AN","No",3219.92900752223,2013
"9193","18-24","4","Male","NH NA/AN","No",15480.019797885,2013
"9194","25-34","4","Male","NH NA/AN","No",27008.1027035898,2013
"9195","35-44","4","Male","NH NA/AN","No",5074.36387196885,2013
"9196","45-54","4","Male","NH NA/AN","No",4882.19755533906,2013
"9197","55-64","4","Male","NH NA/AN","No",2449.35879272003,2013
"9198",">65","4","Male","NH NA/AN","No",594.041672726118,2013
"9199","18-24","5","Male","NH NA/AN","No",7094.54761863722,2013
"9200","25-34","5","Male","NH NA/AN","No",1560.75953874853,2013
"9201","35-44","5","Male","NH NA/AN","No",778.025117566149,2013
"9202","45-54","5","Male","NH NA/AN","No",4597.23215792678,2013
"9203","55-64","5","Male","NH NA/AN","No",89.4678542628589,2013
"9204",">65","5","Male","NH NA/AN","No",1014.48054408929,2013
"9205","18-24","6","Male","NH NA/AN","No",14836.2838174743,2013
"9206","25-34","6","Male","NH NA/AN","No",17545.6398230762,2013
"9207","35-44","6","Male","NH NA/AN","No",12825.3934858402,2013
"9208","45-54","6","Male","NH NA/AN","No",9389.7891030255,2013
"9209","55-64","6","Male","NH NA/AN","No",19267.6214484109,2013
"9210",">65","6","Male","NH NA/AN","No",3225.72506950492,2013
"9211","18-24","8","Male","NH NA/AN","No",5895.57510585248,2013
"9212","25-34","8","Male","NH NA/AN","No",1782.66341216827,2013
"9213","35-44","8","Male","NH NA/AN","No",3185.05463491125,2013
"9214","45-54","8","Male","NH NA/AN","No",6620.4762846604,2013
"9215","55-64","8","Male","NH NA/AN","No",1114.56892080373,2013
"9216",">65","8","Male","NH NA/AN","No",1418.19335064823,2013
"9217","18-24","9","Male","NH NA/AN","No",1545.36306168247,2013
"9218","25-34","9","Male","NH NA/AN","No",3283.67299088916,2013
"9219","35-44","9","Male","NH NA/AN","No",80.8669902178328,2013
"9220","45-54","9","Male","NH NA/AN","No",1258.31669332331,2013
"9221","55-64","9","Male","NH NA/AN","No",411.25721454852,2013
"9222",">65","9","Male","NH NA/AN","No",253.562311104699,2013
"9223","18-24","10","Male","NH NA/AN","No",435.809861954951,2013
"9224","25-34","10","Male","NH NA/AN","No",44.3777211187449,2013
"9225","35-44","10","Male","NH NA/AN","No",272.835670768653,2013
"9226","45-54","10","Male","NH NA/AN","No",565.529592461129,2013
"9227","55-64","10","Male","NH NA/AN","No",202.385471808713,2013
"9228",">65","10","Male","NH NA/AN","No",54.8922029158667,2013
"9229","18-24","11","Male","NH NA/AN","No",267.940719555583,2013
"9230","25-34","11","Male","NH NA/AN","No",77.1617396002335,2013
"9231","35-44","11","Male","NH NA/AN","No",46.666853653123,2013
"9232","45-54","11","Male","NH NA/AN","No",152.606312608061,2013
"9233","55-64","11","Male","NH NA/AN","No",175.460161258308,2013
"9234",">65","11","Male","NH NA/AN","No",357.19579961834,2013
"9235","18-24","12","Male","NH NA/AN","No",4066.04732660307,2013
"9236","25-34","12","Male","NH NA/AN","No",3632.03722900699,2013
"9237","35-44","12","Male","NH NA/AN","No",11859.2261672508,2013
"9238","45-54","12","Male","NH NA/AN","No",3837.25301699712,2013
"9239","55-64","12","Male","NH NA/AN","No",9833.41299185888,2013
"9240",">65","12","Male","NH NA/AN","No",3032.35709354811,2013
"9241","18-24","13","Male","NH NA/AN","No",1282.85838786409,2013
"9242","25-34","13","Male","NH NA/AN","No",1350.49576615049,2013
"9243","35-44","13","Male","NH NA/AN","No",738.718322037352,2013
"9244","45-54","13","Male","NH NA/AN","No",550.242189381961,2013
"9245","55-64","13","Male","NH NA/AN","No",772.087694618221,2013
"9246",">65","13","Male","NH NA/AN","No",544.212097281064,2013
"9247","18-24","15","Male","NH NA/AN","No",0,2013
"9248","25-34","15","Male","NH NA/AN","No",0,2013
"9249","35-44","15","Male","NH NA/AN","No",0,2013
"9250","45-54","15","Male","NH NA/AN","No",0,2013
"9251","55-64","15","Male","NH NA/AN","No",133.41322599386,2013
"9252",">65","15","Male","NH NA/AN","No",15.116285709917,2013
"9253","18-24","16","Male","NH NA/AN","No",1561.38050244829,2013
"9254","25-34","16","Male","NH NA/AN","No",1803.23853641568,2013
"9255","35-44","16","Male","NH NA/AN","No",332.589623307493,2013
"9256","45-54","16","Male","NH NA/AN","No",680.280842518575,2013
"9257","55-64","16","Male","NH NA/AN","No",429.176263785804,2013
"9258",">65","16","Male","NH NA/AN","No",1685.58367754234,2013
"9259","18-24","17","Male","NH NA/AN","No",0,2013
"9260","25-34","17","Male","NH NA/AN","No",6657.10432425101,2013
"9261","35-44","17","Male","NH NA/AN","No",12698.6004192916,2013
"9262","45-54","17","Male","NH NA/AN","No",2073.47473285663,2013
"9263","55-64","17","Male","NH NA/AN","No",0,2013
"9264",">65","17","Male","NH NA/AN","No",1258.83393752932,2013
"9265","18-24","18","Male","NH NA/AN","No",5868.76069969,2013
